week,team,opponent,site,team_rating,opponent_rating,projected_spread,favorite,favorite_spread,win_probability
9,Duke,Boston College,home,4.34,-5.86,12.7,Duke,12.7,0.7863
10,Duke,NC State,away,4.34,2.48,-0.64,NC State,0.64,0.484
11,Duke,Miami,away,4.34,21.21,-19.37,Miami,19.37,0.113
12,Duke,Clemson,home,4.34,12.8,-5.96,Clemson,5.96,0.3548
13,Duke,Wake Forest,away,4.34,-2.7,4.54,Duke,4.54,0.6117
1,East Carolina,Alabama,away,-1.07,22.02,-25.59,Alabama,25.59,0.0549
2,East Carolina,App State,home,-1.07,-9.22,10.65,East Carolina,10.65,0.7472
3,East Carolina,Old Dominion,away,-1.07,2.02,-5.59,Old Dominion,5.59,0.3634
4,East Carolina,North Carolina Central (FCS baseline),home,-1.07,-18.0,19.43,East Carolina,19.43,0.8877
6,East Carolina,Rice,home,-1.07,-12.69,14.12,East Carolina,14.12,0.8112
7,East Carolina,UAB,away,-1.07,-14.46,10.89,East Carolina,10.89,0.7519
8,East Carolina,Memphis,away,-1.07,1.94,-5.51,Memphis,5.51,0.3653
9,East Carolina,Temple,home,-1.07,-11.33,12.76,East Carolina,12.76,0.7874
10,East Carolina,South Florida,home,-1.07,6.33,-4.9,South Florida,4.9,0.3797
11,East Carolina,Charlotte,away,-1.07,-20.32,16.75,East Carolina,16.75,0.8524
12,East Carolina,Army,away,-1.07,-6.67,3.1,East Carolina,3.1,0.5768
13,East Carolina,Florida Atlantic,home,-1.07,-12.25,13.68,East Carolina,13.68,0.8037
1,Eastern Michigan,Sacramento State (unrated FBS baseline),home,-13.09,-12.0,1.41,Eastern Michigan,1.41,0.5351
1,Eastern Michigan,San José State,home,-13.09,-6.54,-4.05,San José State,4.05,0.4001
2,Eastern Michigan,Michigan State,away,-13.09,1.96,-17.55,Michigan State,17.55,0.1363
3,Eastern Michigan,Wisconsin,away,-13.09,3.95,-19.54,Wisconsin,19.54,0.111
4,Eastern Michigan,Lindenwood (FCS baseline),home,-13.09,-18.0,7.41,Eastern Michigan,7.41,0.6784
5,Eastern Michigan,Massachusetts,away,-13.09,-27.03,11.44,Eastern Michigan,11.44,0.7627
6,Eastern Michigan,Akron,away,-13.09,-21.45,5.86,Eastern Michigan,5.86,0.6429
7,Eastern Michigan,Toledo,home,-13.09,0.68,-11.27,Toledo,11.27,0.2406
8,Eastern Michigan,Ohio,away,-13.09,-2.05,-13.54,Ohio,13.54,0.1987
10,Eastern Michigan,Central Michigan,neutral,-13.09,-12.93,-0.16,Central Michigan,0.16,0.496
12,Eastern Michigan,Western Michigan,away,-13.09,-8.82,-6.77,Western Michigan,6.77,0.3361
13,Eastern Michigan,Kent State,home,-13.09,-25.57,14.98,Eastern Michigan,14.98,0.8254
1,Florida,Florida Atlantic,home,10.73,-12.25,25.48,Florida,25.48,0.9444
2,Florida,Campbell (FCS baseline),home,10.73,-18.0,31.23,Florida,31.23,0.9745
3,Florida,Auburn,away,10.73,12.61,-4.38,Auburn,4.38,0.3921
4,Florida,Ole Miss,home,10.73,18.57,-5.34,Ole Miss,5.34,0.3693
5,Florida,Missouri,away,10.73,12.97,-4.74,Missouri,4.74,0.3835
6,Florida,South Carolina,home,10.73,10.15,3.08,Florida,3.08,0.5763
7,Florida,Texas,away,10.73,18.63,-10.4,Texas,10.4,0.2578
9,Florida,Georgia,neutral,10.73,23.69,-12.96,Georgia,12.96,0.209
10,Florida,Oklahoma,home,10.73,17.34,-4.11,Oklahoma,4.11,0.3986
11,Florida,Kentucky,away,10.73,6.79,1.44,Florida,1.44,0.5359
12,Florida,Vanderbilt,home,10.73,13.24,-0.01,Vanderbilt,0.01,0.4998
13,Florida,Florida State,away,10.73,7.9,0.33,Florida,0.33,0.5082
1,Florida Atlantic,Florida,away,-12.25,10.73,-25.48,Florida,25.48,0.0556
2,Florida Atlantic,Navy,home,-12.25,0.98,-10.73,Navy,10.73,0.2512
3,Florida Atlantic,Florida International,home,-12.25,-9.82,0.07,Florida Atlantic,0.07,0.5017
4,Florida Atlantic,UL Monroe,away,-12.25,-17.09,2.34,Florida Atlantic,2.34,0.5581
5,Florida Atlantic,Texas Southern (FCS baseline),home,-12.25,-18.0,8.25,Florida Atlantic,8.25,0.6969
7,Florida Atlantic,Army,away,-12.25,-6.67,-8.08,Army,8.08,0.3068
8,Florida Atlantic,Rice,home,-12.25,-12.69,2.94,Florida Atlantic,2.94,0.5729
9,Florida Atlantic,North Texas,away,-12.25,4.44,-19.19,North Texas,19.19,0.1152
10,Florida Atlantic,UTSA,home,-12.25,-1.5,-8.25,UTSA,8.25,0.3031
11,Florida Atlantic,Tulsa,away,-12.25,-14.2,-0.55,Tulsa,0.55,0.4863
12,Florida Atlantic,South Florida,home,-12.25,6.33,-16.08,South Florida,16.08,0.1574
13,Florida Atlantic,East Carolina,away,-12.25,-1.07,-13.68,East Carolina,13.68,0.1963
1,Florida International,South Florida,away,-9.82,6.33,-18.65,South Florida,18.65,0.1219
2,Florida International,Buffalo,home,-9.82,-9.82,2.5,Florida International,2.5,0.5621
3,Florida International,Florida Atlantic,away,-9.82,-12.25,-0.07,Florida Atlantic,0.07,0.4983
4,Florida International,Long Island University (FCS baseline),home,-9.82,-18.0,10.68,Florida International,10.68,0.7478
6,Florida International,New Mexico State,home,-9.82,-17.35,10.03,Florida International,10.03,0.7346
7,Florida International,Jacksonville State,away,-9.82,-8.54,-3.78,Jacksonville State,3.78,0.4066
8,Florida International,Middle Tennessee,home,-9.82,-13.13,5.81,Florida International,5.81,0.6417
9,Florida International,Liberty,away,-9.82,-3.45,-8.87,Liberty,8.87,0.2897
10,Florida International,Missouri State,home,-9.82,-12.47,5.15,Florida International,5.15,0.6262
11,Florida International,Delaware,away,-9.82,-9.72,-2.6,Delaware,2.6,0.4355
12,Florida International,Kennesaw State,away,-9.82,-8.18,-4.14,Kennesaw State,4.14,0.3979
13,Florida International,Sam Houston,home,-9.82,-18.36,11.04,Florida International,11.04,0.7549
1,Florida State,New Mexico State,home,7.9,-17.35,27.75,Florida State,27.75,0.9586
1,Florida State,SMU,home,7.9,10.46,-0.06,SMU,0.06,0.4985
3,Florida State,Alabama,away,7.9,22.02,-16.62,Alabama,16.62,0.1495
4,Florida State,Central Arkansas (FCS baseline),home,7.9,-18.0,28.4,Florida State,28.4,0.9621
5,Florida State,Virginia,home,7.9,3.43,6.97,Florida State,6.97,0.6684
6,Florida State,Louisville,away,7.9,11.0,-5.6,Louisville,5.6,0.3632
7,Florida State,Miami,away,7.9,21.21,-15.81,Miami,15.81,0.1615
9,Florida State,Clemson,home,7.9,12.8,-2.4,Clemson,2.4,0.4404
10,Florida State,Boston College,away,7.9,-5.86,11.26,Florida State,11.26,0.7592
11,Florida State,Pittsburgh,away,7.9,5.62,-0.22,Pittsburgh,0.22,0.4945
12,Florida State,NC State,home,7.9,2.48,7.92,Florida State,7.92,0.6897
13,Florida State,Florida,home,7.9,10.73,-0.33,Florida,0.33,0.4918
1,Fresno State,USC,away,-5.91,17.94,-26.35,USC,26.35,0.0498
2,Fresno State,Sacramento State (unrated FBS baseline),home,-5.91,-12.0,8.59,Fresno State,8.59,0.7043
3,Fresno State,San José State,away,-5.91,-6.54,-1.87,San José State,1.87,0.4535
4,Fresno State,Rice,home,-5.91,-12.69,9.28,Fresno State,9.28,0.719
5,Fresno State,Washington State,away,-5.91,-4.21,-4.2,Washington State,4.2,0.3965
6,Fresno State,Boise State,home,-5.91,5.3,-8.71,Boise State,8.71,0.2931
7,Fresno State,San Diego State,away,-5.91,-1.36,-7.05,San Diego State,7.05,0.3297
9,Fresno State,Oregon State,home,-5.91,-8.31,4.9,Fresno State,4.9,0.6203
10,Fresno State,Utah State,away,-5.91,-7.03,-1.38,Utah State,1.38,0.4656
11,Fresno State,Texas State,away,-5.91,-0.75,-7.66,Texas State,7.66,0.3161
12,Fresno State,Colorado State,home,-5.91,-8.04,4.63,Fresno State,4.63,0.6139
1,Georgia,Tennessee State (FCS baseline),home,23.69,-18.0,44.19,Georgia,44.19,0.9971
2,Georgia,Western Kentucky,home,23.69,-7.07,33.26,Georgia,33.26,0.9812
3,Georgia,Arkansas,away,23.69,11.29,9.9,Georgia,9.9,0.732
4,Georgia,Oklahoma,home,23.69,17.34,8.85,Georgia,8.85,0.7099
5,Georgia,Vanderbilt,home,23.69,13.24,12.95,Georgia,12.95,0.7909
6,Georgia,Alabama,away,23.69,22.02,-0.83,Alabama,0.83,0.4793
7,Georgia,Auburn,home,23.69,12.61,13.58,Georgia,13.58,0.802
9,Georgia,Florida,neutral,23.69,10.73,12.96,Georgia,12.96,0.791
10,Georgia,Ole Miss,away,23.69,18.57,2.62,Georgia,2.62,0.565
11,Georgia,Missouri,home,23.69,12.97,13.22,Georgia,13.22,0.7957
12,Georgia,South Carolina,away,23.69,10.15,11.04,Georgia,11.04,0.7549
13,Georgia,Georgia Tech,home,23.69,7.05,19.14,Georgia,19.14,0.8842
1,Georgia Southern,Charleston Southern (FCS baseline),home,-9.18,-18.0,11.32,Georgia Southern,11.32,0.7604
2,Georgia Southern,Clemson,away,-9.18,12.8,-24.48,Clemson,24.48,0.063
3,Georgia Southern,Jacksonville State,away,-9.18,-8.54,-3.14,Jacksonville State,3.14,0.4222
4,Georgia Southern,Houston,home,-9.18,1.01,-7.69,Houston,7.69,0.3154
5,Georgia Southern,Coastal Carolina,away,-9.18,-12.42,0.74,Georgia Southern,0.74,0.5184
6,Georgia Southern,James Madison,home,-9.18,8.29,-14.97,James Madison,14.97,0.1747
7,Georgia Southern,Old Dominion,away,-9.18,2.02,-13.7,Old Dominion,13.7,0.1959
9,Georgia Southern,App State,home,-9.18,-9.22,2.54,Georgia Southern,2.54,0.5631
10,Georgia Southern,Marshall,home,-9.18,-4.97,-1.71,Marshall,1.71,0.4574
11,Georgia Southern,Georgia State,away,-9.18,-13.8,2.12,Georgia Southern,2.12,0.5527
12,Georgia Southern,Troy,away,-9.18,-8.14,-3.54,Troy,3.54,0.4124
13,Georgia Southern,Louisiana Tech,home,-9.18,-8.08,1.4,Georgia Southern,1.4,0.5349
1,Georgia State,North Carolina A&T (FCS baseline),home,-13.8,-18.0,6.7,Georgia State,6.7,0.6623
2,Georgia State,Kennesaw State,away,-13.8,-8.18,-8.12,Kennesaw State,8.12,0.3059
3,Georgia State,UCF,away,-13.8,0.08,-16.38,UCF,16.38,0.153
4,Georgia State,Northern Illinois,home,-13.8,-14.94,3.64,Georgia State,3.64,0.59
5,Georgia State,Old Dominion,home,-13.8,2.02,-13.32,Old Dominion,13.32,0.2026
7,Georgia State,James Madison,away,-13.8,8.29,-24.59,James Madison,24.59,0.0622
8,Georgia State,Arkansas State,away,-13.8,-12.06,-4.24,Arkansas State,4.24,0.3955
9,Georgia State,Coastal Carolina,home,-13.8,-12.42,1.12,Georgia State,1.12,0.5279
10,Georgia State,App State,away,-13.8,-9.22,-7.08,App State,7.08,0.3291
11,Georgia State,Georgia Southern,home,-13.8,-9.18,-2.12,Georgia Southern,2.12,0.4473
12,Georgia State,Marshall,away,-13.8,-4.97,-11.33,Marshall,11.33,0.2394
13,Georgia State,Louisiana,home,-13.8,-10.25,-1.05,Louisiana,1.05,0.4738
1,Georgia Tech,Colorado,home,7.05,-0.21,9.76,Georgia Tech,9.76,0.7291
2,Georgia Tech,Tennessee,home,7.05,15.49,-5.94,Tennessee,5.94,0.3552
3,Georgia Tech,Mercer (FCS baseline),home,7.05,-18.0,27.55,Georgia Tech,27.55,0.9575
4,Georgia Tech,Stanford,away,7.05,-8.78,13.33,Georgia Tech,13.33,0.7976
6,Georgia Tech,Duke,home,7.05,4.34,5.21,Georgia Tech,5.21,0.6276
7,Georgia Tech,Virginia Tech,away,7.05,-1.97,6.52,Georgia Tech,6.52,0.6582
8,Georgia Tech,Boston College,home,7.05,-5.86,15.41,Georgia Tech,15.41,0.8323
9,Georgia Tech,Pittsburgh,away,7.05,5.62,-1.07,Pittsburgh,1.07,0.4733
10,Georgia Tech,Louisville,home,7.05,11.0,-1.45,Louisville,1.45,0.4639
11,Georgia Tech,Clemson,away,7.05,12.8,-8.25,Clemson,8.25,0.3031
12,Georgia Tech,Wake Forest,home,7.05,-2.7,12.25,Georgia Tech,12.25,0.7781
13,Georgia Tech,Georgia,away,7.05,23.69,-19.14,Georgia,19.14,0.1158
1,Hawai'i,Stanford,away,-6.15,-8.78,0.13,Hawai'i,0.13,0.5032
1,Hawai'i,UNLV,home,-6.15,0.52,-4.17,UNLV,4.17,0.3972
2,Hawai'i,New Mexico State,home,-6.15,-17.35,13.7,Hawai'i,13.7,0.8041
4,Hawai'i,Wyoming,away,-6.15,-7.1,-1.55,Wyoming,1.55,0.4614
5,Hawai'i,San José State,home,-6.15,-6.54,2.89,Hawai'i,2.89,0.5717
6,Hawai'i,Arizona State,away,-6.15,5.67,-14.32,Arizona State,14.32,0.1854
7,Hawai'i,New Mexico,home,-6.15,-5.44,1.79,Hawai'i,1.79,0.5445
8,Hawai'i,Northern Illinois,away,-6.15,-14.94,6.29,Hawai'i,6.29,0.6529
10,Hawai'i,UTEP,away,-6.15,-12.66,4.01,Hawai'i,4.01,0.5989
11,Hawai'i,North Dakota State (unrated FBS baseline),home,-6.15,-12.0,8.35,Hawai'i,8.35,0.6991
12,Hawai'i,Nevada,away,-6.15,-12.08,3.43,Hawai'i,3.43,0.5849
13,Hawai'i,Sacramento State (unrated FBS baseline),home,-6.15,-12.0,8.35,Hawai'i,8.35,0.6991
1,Houston,Oregon State,home,1.01,-8.31,11.82,Houston,11.82,0.77
2,Houston,Southern (FCS baseline),home,1.01,-18.0,21.51,Houston,21.51,0.9106
3,Houston,Texas Tech,away,1.01,17.8,-19.29,Texas Tech,19.29,0.114
4,Houston,Georgia Southern,away,1.01,-9.18,7.69,Houston,7.69,0.6846
5,Houston,UCF,home,1.01,0.08,3.43,Houston,3.43,0.5849
6,Houston,Kansas State,away,1.01,7.43,-8.92,Kansas State,8.92,0.2886
7,Houston,Oklahoma State,home,1.01,-15.83,19.34,Houston,19.34,0.8866
8,Houston,Utah,away,1.01,15.03,-16.52,Utah,16.52,0.1509
10,Houston,Cincinnati,home,1.01,5.26,-1.75,Cincinnati,1.75,0.4565
11,Houston,Colorado,away,1.01,-0.21,-1.28,Colorado,1.28,0.4681
12,Houston,West Virginia,away,1.01,-3.99,2.5,Houston,2.5,0.5621
13,Houston,Baylor,home,1.01,7.36,-3.85,Baylor,3.85,0.4049
1,Illinois,UAB,home,8.5,-14.46,25.46,Illinois,25.46,0.9442
2,Illinois,Duke,home,8.5,4.34,6.66,Illinois,6.66,0.6614
3,Illinois,Southern Illinois (FCS baseline),home,8.5,-18.0,29.0,Illinois,29.0,0.965
4,Illinois,Ohio State,away,8.5,27.84,-21.84,Ohio State,21.84,0.0861
5,Illinois,Purdue,home,8.5,-0.92,11.92,Illinois,11.92,0.7719
6,Illinois,Michigan State,away,8.5,1.96,4.04,Illinois,4.04,0.5997
8,Illinois,Oregon,home,8.5,26.55,-15.55,Oregon,15.55,0.1656
9,Illinois,Maryland,away,8.5,0.42,5.58,Illinois,5.58,0.6364
10,Illinois,Nebraska,home,8.5,10.01,0.99,Illinois,0.99,0.5247
11,Illinois,UCLA,away,8.5,0.51,5.49,Illinois,5.49,0.6342
12,Illinois,Iowa,home,8.5,14.2,-3.2,Iowa,3.2,0.4207
13,Illinois,Northwestern,away,8.5,0.2,5.8,Illinois,5.8,0.6415
1,Indiana,North Texas,home,23.9,4.44,21.96,Indiana,21.96,0.915
2,Indiana,Howard (FCS baseline),home,23.9,-18.0,44.4,Indiana,44.4,0.9972
3,Indiana,Western Kentucky,home,23.9,-7.07,33.47,Indiana,33.47,0.9818
4,Indiana,Northwestern,home,23.9,0.2,26.2,Indiana,26.2,0.9492
5,Indiana,Rutgers,away,23.9,2.19,19.21,Indiana,19.21,0.8851
6,Indiana,Nebraska,away,23.9,10.01,11.39,Indiana,11.39,0.7617
7,Indiana,Ohio State,home,23.9,27.84,-1.44,Ohio State,1.44,0.4641
8,Indiana,Michigan,away,23.9,14.64,6.76,Indiana,6.76,0.6637
9,Indiana,Minnesota,home,23.9,0.77,25.63,Indiana,25.63,0.9454
11,Indiana,USC,home,23.9,17.94,8.46,Indiana,8.46,0.7015
12,Indiana,Washington,away,23.9,10.57,10.83,Indiana,10.83,0.7508
13,Indiana,Purdue,home,23.9,-0.92,27.32,Indiana,27.32,0.9561
1,Iowa,Northern Illinois,home,14.2,-14.94,31.64,Iowa,31.64,0.976
2,Iowa,Iowa State,home,14.2,3.54,13.16,Iowa,13.16,0.7946
3,Iowa,Northern Iowa (FCS baseline),home,14.2,-18.0,34.7,Iowa,34.7,0.9849
4,Iowa,Michigan,away,14.2,14.64,-2.94,Michigan,2.94,0.4271
5,Iowa,Ohio State,home,14.2,27.84,-11.14,Ohio State,11.14,0.2431
6,Iowa,Washington,away,14.2,10.57,1.13,Iowa,1.13,0.5282
8,Iowa,Minnesota,away,14.2,0.77,10.93,Iowa,10.93,0.7527
9,Iowa,Wisconsin,home,14.2,3.95,12.75,Iowa,12.75,0.7872
10,Iowa,Northwestern,away,14.2,0.2,11.5,Iowa,11.5,0.7639
11,Iowa,Purdue,home,14.2,-0.92,17.62,Iowa,17.62,0.8646
12,Iowa,Illinois,away,14.2,8.5,3.2,Iowa,3.2,0.5793
13,Iowa,Nebraska,home,14.2,10.01,6.69,Iowa,6.69,0.6621
1,Iowa State,Southeast Missouri State (FCS baseline),home,3.54,-18.0,24.04,Iowa State,24.04,0.9335
2,Iowa State,Iowa,away,3.54,14.2,-13.16,Iowa,13.16,0.2054
3,Iowa State,Bowling Green,home,3.54,-13.81,19.85,Iowa State,19.85,0.8926
4,Iowa State,Utah,home,3.54,15.03,-8.99,Utah,8.99,0.2871
5,Iowa State,West Virginia,home,3.54,-3.99,10.03,Iowa State,10.03,0.7346
6,Iowa State,BYU,away,3.54,8.21,-7.17,BYU,7.17,0.327
8,Iowa State,Arizona,away,3.54,3.61,-2.57,Arizona,2.57,0.4362
9,Iowa State,Oklahoma State,home,3.54,-15.83,21.87,Iowa State,21.87,0.9142
10,Iowa State,Baylor,away,3.54,7.36,-6.32,Baylor,6.32,0.3464
11,Iowa State,Cincinnati,home,3.54,5.26,0.78,Iowa State,0.78,0.5194
12,Iowa State,UCF,away,3.54,0.08,0.96,Iowa State,0.96,0.5239
13,Iowa State,Kansas State,home,3.54,7.43,-1.39,Kansas State,1.39,0.4654
1,Jacksonville State,Eastern Kentucky (FCS baseline),home,-8.54,-18.0,11.96,Jacksonville State,11.96,0.7726
1,Jacksonville State,North Dakota State (unrated FBS baseline),away,-8.54,-12.0,0.96,Jacksonville State,0.96,0.5239
2,Jacksonville State,Ohio,away,-8.54,-2.05,-8.99,Ohio,8.99,0.2871
3,Jacksonville State,Georgia Southern,home,-8.54,-9.18,3.14,Jacksonville State,3.14,0.5778
4,Jacksonville State,Middle Tennessee,home,-8.54,-13.13,7.09,Jacksonville State,7.09,0.6712
6,Jacksonville State,Kennesaw State,away,-8.54,-8.18,-2.86,Kennesaw State,2.86,0.4291
7,Jacksonville State,Florida International,home,-8.54,-9.82,3.78,Jacksonville State,3.78,0.5934
9,Jacksonville State,New Mexico State,away,-8.54,-17.35,6.31,Jacksonville State,6.31,0.6533
10,Jacksonville State,Sam Houston,home,-8.54,-18.36,12.32,Jacksonville State,12.32,0.7794
11,Jacksonville State,Western Kentucky,away,-8.54,-7.07,-3.97,Western Kentucky,3.97,0.402
12,Jacksonville State,Missouri State,home,-8.54,-12.47,6.43,Jacksonville State,6.43,0.6561
13,Jacksonville State,Delaware,away,-8.54,-9.72,-1.32,Delaware,1.32,0.4671
1,James Madison,Liberty,home,8.29,-3.45,14.24,James Madison,14.24,0.8133
2,James Madison,Wagner (FCS baseline),home,8.29,-18.0,28.79,James Madison,28.79,0.964
3,James Madison,San Diego State,away,8.29,-1.36,7.15,James Madison,7.15,0.6725
4,James Madison,Old Dominion,away,8.29,2.02,3.77,James Madison,3.77,0.5931
5,James Madison,Marshall,home,8.29,-4.97,15.76,James Madison,15.76,0.8377
6,James Madison,Georgia Southern,away,8.29,-9.18,14.97,James Madison,14.97,0.8253
7,James Madison,Georgia State,home,8.29,-13.8,24.59,James Madison,24.59,0.9378
8,James Madison,App State,away,8.29,-9.22,15.01,James Madison,15.01,0.8259
9,James Madison,Troy,home,8.29,-8.14,18.93,James Madison,18.93,0.8816
10,James Madison,Southern Miss,away,8.29,-4.5,10.29,James Madison,10.29,0.7399
11,James Madison,UConn,away,8.29,-4.98,10.77,James Madison,10.77,0.7496
13,James Madison,Coastal Carolina,home,8.29,-12.42,23.21,James Madison,23.21,0.9266
1,Kansas,Long Island University (FCS baseline),home,6.17,-18.0,26.67,Kansas,26.67,0.9522
2,Kansas,Missouri,home,6.17,12.97,-4.3,Missouri,4.3,0.3941
3,Kansas,Arizona State,neutral,6.17,5.67,0.5,Kansas,0.5,0.5125
5,Kansas,Middle Tennessee,home,6.17,-13.13,21.8,Kansas,21.8,0.9135
6,Kansas,Utah,away,6.17,15.03,-11.36,Utah,11.36,0.2389
7,Kansas,Kansas State,away,6.17,7.43,-3.76,Kansas State,3.76,0.4071
8,Kansas,Baylor,home,6.17,7.36,1.31,Kansas,1.31,0.5326
9,Kansas,TCU,away,6.17,9.87,-6.2,TCU,6.2,0.3492
10,Kansas,UCF,home,6.17,0.08,8.59,Kansas,8.59,0.7043
11,Kansas,West Virginia,away,6.17,-3.99,7.66,Kansas,7.66,0.6839
12,Kansas,BYU,home,6.17,8.21,0.46,Kansas,0.46,0.5115
13,Kansas,Oklahoma State,away,6.17,-15.83,19.5,Kansas,19.5,0.8885
1,Kansas State,Nicholls (FCS baseline),home,7.43,-18.0,27.93,Kansas State,27.93,0.9596
2,Kansas State,Washington State,home,7.43,-4.21,14.14,Kansas State,14.14,0.8116
3,Kansas State,Tulane,home,7.43,4.35,5.58,Kansas State,5.58,0.6364
4,Kansas State,Cincinnati,away,7.43,5.26,-0.33,Cincinnati,0.33,0.4918
6,Kansas State,Houston,home,7.43,1.01,8.92,Kansas State,8.92,0.7114
7,Kansas State,Kansas,home,7.43,6.17,3.76,Kansas State,3.76,0.5929
8,Kansas State,Arizona State,away,7.43,5.67,-0.74,Arizona State,0.74,0.4816
9,Kansas State,Colorado,away,7.43,-0.21,5.14,Kansas State,5.14,0.626
10,Kansas State,Oklahoma State,home,7.43,-15.83,25.76,Kansas State,25.76,0.9463
11,Kansas State,TCU,away,7.43,9.87,-4.94,TCU,4.94,0.3788
12,Kansas State,Arizona,home,7.43,3.61,6.32,Kansas State,6.32,0.6536
13,Kansas State,Iowa State,away,7.43,3.54,1.39,Kansas State,1.39,0.5346
1,Kennesaw State,West Georgia (FCS baseline),home,-8.18,-18.0,12.32,Kennesaw State,12.32,0.7794
2,Kennesaw State,Georgia State,home,-8.18,-13.8,8.12,Kennesaw State,8.12,0.6941
3,Kennesaw State,Tennessee,away,-8.18,15.49,-26.17,Tennessee,26.17,0.051
4,Kennesaw State,Arkansas State,away,-8.18,-12.06,1.38,Kennesaw State,1.38,0.5344
6,Kennesaw State,Jacksonville State,home,-8.18,-8.54,2.86,Kennesaw State,2.86,0.5709
7,Kennesaw State,Missouri State,away,-8.18,-12.47,1.79,Kennesaw State,1.79,0.5445
8,Kennesaw State,Liberty,home,-8.18,-3.45,-2.23,Liberty,2.23,0.4446
9,Kennesaw State,Middle Tennessee,away,-8.18,-13.13,2.45,Kennesaw State,2.45,0.5609
10,Kennesaw State,Delaware,home,-8.18,-9.72,4.04,Kennesaw State,4.04,0.5997
11,Kennesaw State,Sam Houston,away,-8.18,-18.36,7.68,Kennesaw State,7.68,0.6844
12,Kennesaw State,Florida International,home,-8.18,-9.82,4.14,Kennesaw State,4.14,0.6021
13,Kennesaw State,Western Kentucky,away,-8.18,-7.07,-3.61,Western Kentucky,3.61,0.4107
1,Kent State,South Carolina,away,-25.57,10.15,-38.22,South Carolina,38.22,0.0085
2,Kent State,Wofford (FCS baseline),home,-25.57,-18.0,-5.07,Wofford (FCS baseline),5.07,0.3757
3,Kent State,Ohio State,away,-25.57,27.84,-55.91,Ohio State,55.91,0.0002
4,Kent State,Ball State,home,-25.57,-22.17,-0.9,Ball State,0.9,0.4776
5,Kent State,Ohio,home,-25.57,-2.05,-21.02,Ohio,21.02,0.0945
6,Kent State,Western Michigan,away,-25.57,-8.82,-19.25,Western Michigan,19.25,0.1145
7,Kent State,South Florida,away,-25.57,6.33,-34.4,South Florida,34.4,0.0158
8,Kent State,Akron,home,-25.57,-21.45,-1.62,Akron,1.62,0.4597
9,Kent State,Sacramento State (unrated FBS baseline),away,-25.57,-12.0,-16.07,Sacramento State (unrated FBS baseline),16.07,0.1576
11,Kent State,Bowling Green,away,-25.57,-13.81,-14.26,Bowling Green,14.26,0.1864
12,Kent State,Miami (OH),home,-25.57,-5.8,-17.27,Miami (OH),17.27,0.1402
13,Kent State,Eastern Michigan,away,-25.57,-13.09,-14.98,Eastern Michigan,14.98,0.1746
1,Kentucky,Youngstown State (FCS baseline),home,6.79,-18.0,27.29,Kentucky,27.29,0.956
2,Kentucky,Alabama,home,6.79,22.02,-12.73,Alabama,12.73,0.2131
3,Kentucky,Texas A&M,away,6.79,21.08,-16.79,Texas A&M,16.79,0.147
4,Kentucky,South Alabama,home,6.79,-9.24,18.53,Kentucky,18.53,0.8766
5,Kentucky,South Carolina,away,6.79,10.15,-5.86,South Carolina,5.86,0.3571
6,Kentucky,LSU,home,6.79,13.13,-3.84,LSU,3.84,0.4052
7,Kentucky,Oklahoma,away,6.79,17.34,-13.05,Oklahoma,13.05,0.2074
8,Kentucky,Vanderbilt,home,6.79,13.24,-3.95,Vanderbilt,3.95,0.4025
10,Kentucky,Tennessee,away,6.79,15.49,-11.2,Tennessee,11.2,0.242
11,Kentucky,Florida,home,6.79,10.73,-1.44,Florida,1.44,0.4641
12,Kentucky,Missouri,away,6.79,12.97,-8.68,Missouri,8.68,0.2937
13,Kentucky,Louisville,home,6.79,11.0,-1.71,Louisville,1.71,0.4574
1,LSU,Clemson,home,13.13,12.8,2.83,LSU,2.83,0.5702
2,LSU,Louisiana Tech,home,13.13,-8.08,23.71,LSU,23.71,0.9308
3,LSU,Ole Miss,away,13.13,18.57,-7.94,Ole Miss,7.94,0.3099
4,LSU,Texas A&M,home,13.13,21.08,-5.45,Texas A&M,5.45,0.3667
5,LSU,McNeese (FCS baseline),home,13.13,-18.0,33.63,LSU,33.63,0.9822
6,LSU,Kentucky,away,13.13,6.79,3.84,LSU,3.84,0.5948
7,LSU,Mississippi State,home,13.13,4.78,10.85,LSU,10.85,0.7512
8,LSU,Auburn,away,13.13,12.61,-1.98,Auburn,1.98,0.4508
10,LSU,Alabama,home,13.13,22.02,-6.39,Alabama,6.39,0.3448
11,LSU,Texas,home,13.13,18.63,-3.0,Texas,3.0,0.4256
12,LSU,Tennessee,away,13.13,15.49,-4.86,Tennessee,4.86,0.3807
13,LSU,Arkansas,away,13.13,11.29,-0.66,Arkansas,0.66,0.4835
1,Liberty,James Madison,away,-3.45,8.29,-14.24,James Madison,14.24,0.1867
2,Liberty,Gardner-Webb (FCS baseline),home,-3.45,-18.0,17.05,Liberty,17.05,0.8567
3,Liberty,Ball State,home,-3.45,-22.17,21.22,Liberty,21.22,0.9076
4,Liberty,Coastal Carolina,away,-3.45,-12.42,6.47,Liberty,6.47,0.657
5,Liberty,Delaware,away,-3.45,-9.72,3.77,Liberty,3.77,0.5931
6,Liberty,Sam Houston,home,-3.45,-18.36,17.41,Liberty,17.41,0.8617
8,Liberty,Kennesaw State,away,-3.45,-8.18,2.23,Liberty,2.23,0.5554
9,Liberty,Florida International,home,-3.45,-9.82,8.87,Liberty,8.87,0.7103
